articleNo,articleName,realEstateTypeName,tradeTypeName,floorInfo,isPriceModification,dealOrWarrantPrc,areaName,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrMaxPrc,sameAddrMinPrc,pyeongs,provinceNo,provinceName,districtNo,districtName,dongNo,dongName,complexNo,realEstateType,complexName,complexLatitude,complexLongitude,complexTypeName,totalHouseHoldCount,totalDongCount,useApproveYmd,minArea,maxArea
2433449731,개포래미안포레스트,아파트,매매,저/35,False,21억,86B,86.0,59.0,남향,20240708,,"['4년이내', '대단지', '방세개', '화장실두개']",114동,1.0,21억,21억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433436315,개포래미안포레스트,아파트,매매,중/34,False,"31억 4,000",129B,129.0,96.0,남동향,20240708,39.매매.숲세권.하이엔드커뮤니티.호텔식조중식,"['4년이내', '대단지', '방네개이상', '화장실두개']",124동,1.0,"31억 4,000","31억 4,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431526613,개포래미안포레스트,아파트,매매,중/22,False,21억,86A,86.0,59.0,남동향,20240627,"26. 매매, 주인직접, 입주갭투가능, 양재천, 달터공원에서 힐링","['4년이내', '대단지', '방세개', '화장실두개']",129동,2.0,22억,21억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432760140,개포래미안포레스트,아파트,전세,고/34,False,23억,174,174.0,136.0,남서향,20240704,52 주인직 관악산 공원뷰 조중식 골프 숲세권 고급 커뮤니티,"['4년이내', '융자금없는', '대단지', '대형평수']",124동,2.0,23억,23억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431612515,개포래미안포레스트,아파트,매매,저/15,False,21억,86A,86.0,59.0,남동향,20240627,25 O조율가 O조중식 O숲세권 O골프 스카이라운지 게스트하우스,"['4년이내', '대단지', '방세개', '화장실두개']",123동,1.0,21억,21억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433178631,개포래미안포레스트,아파트,매매,중/35,False,"27억 5,000",115B,115.0,84.0,남동향,20240705,34. 추천 매매. 트인 뷰. 갭투가능. 전화주세요,"['4년이내', '대단지', '방세개', '화장실두개']",115동,1.0,"27억 5,000","27억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432814624,개포래미안포레스트,아파트,매매,중/34,False,42억,174,174.0,136.0,남동향,20240704,52실매물O확 트인 청계산 최고조망O달터공원옆 로얄동호수O호텔식 조중식,"['4년이내', '대단지', '대형평수', '방네개이상']",124동,2.0,42억,"40억 9,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2430577083,개포래미안포레스트,아파트,매매,14/29,False,"26억 5,000",115A,115.0,84.0,남향,20240621,"34, 로얄동로얄층, 입주가능, 숲세권, 최고급커뮤니티 , 호텔식 조중식","['4년이내', '대단지', '방세개', '화장실두개']",118동,1.0,"26억 5,000","26억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433431421,개포래미안포레스트,아파트,전세,중/33,False,"9억 7,000",115D,115.0,84.0,남동향,20240708,주인직  구룡초  방2 욕1  분리형 투룸  입주협의  장기거주,"['4년이내', '대단지', '세대분리', '방두개']",109동,1.0,"9억 7,000","9억 7,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433544075,개포래미안포레스트,아파트,전세,고/14,False,"12억 9,000",115A,115.0,84.0,남향,20240708,34 가을입주가능해요O 앞동으로 선호도 좋아요,"['4년이내', '융자금없는', '대단지', '방세개']",106동,2.0,"12억 9,000","12억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433401793,개포래미안포레스트,아파트,매매,저/35,False,"20억 5,000",86B,86.0,59.0,남동향,20240708,26 정원뷰  입주가능 갭투가능 최고급커뮤니티,"['4년이내', '대단지', '방세개', '화장실두개']",114동,1.0,"20억 5,000","20억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433531171,개포래미안포레스트,아파트,매매,저/14,False,"27억 5,000",115A,115.0,84.0,남동향,20240708,34.주인의뢰.실거주가능.갭투자.조용하고 쾌적한동.최고급커뮤니티.조중식,"['4년이내', '대단지', '방세개', '화장실두개']",105동,1.0,"27억 5,000","27억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433436544,개포래미안포레스트,아파트,매매,고/16,True,22억,86A,86.0,59.0,남동향,20240708,"26. 구룡초 앞 등교편리, 강남 도심 자연과 공존하는 천혜의 자연환경","['4년이내', '대단지', '방세개', '화장실두개']",102동,1.0,22억,22억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431589302,개포래미안포레스트,아파트,매매,저/33,False,34억,128A,128.0,96.0,남향,20240627,39 판상형     주인거주하는  주방확장형     최고의뷰,"['4년이내', '대단지', '방네개이상', '화장실두개']",109동,1.0,34억,34억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431606735,개포래미안포레스트,아파트,전세,중/34,False,17억,135A,135.0,102.0,남동향,20240627,41 주인직접 로얄동 탁트인 구룡산전망  숲세권  호텔식커뮤니티,"['4년이내', '융자금없는', '대단지', '대형평수']",119동,2.0,17억,17억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432295317,개포래미안포레스트,아파트,전세,10/12,False,12억,101,101.0,74.0,남향,20240701,30 최고급 커뮤니티 정남향 입주협의가능,"['4년이내', '융자금없는', '대단지', '방세개']",117동,1.0,12억,12억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431412218,개포래미안포레스트,아파트,전세,고/22,False,10억,86A,86.0,59.0,남향,20240626,26  트인조망  호텔급커뮤니티  조식제공  입주,"['4년이내', '융자금없는', '대단지', '방세개']",129동,1.0,10억,10억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433252330,개포래미안포레스트,아파트,매매,중/22,True,22억,86A,86.0,59.0,남동향,20240706,26. 매매. 틔인뷰. 명품커뮤니티.갭투,"['4년이내', '대단지', '방세개', '화장실두개']",129동,1.0,22억,22억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2431254806,개포래미안포레스트,아파트,매매,고/33,False,27억,115B,115.0,84.0,남동향,20240625,"34 막힘없는 전망,채광좋음,로얄층로얄동,모든시설 이용편리,구룡초","['4년이내', '대단지', '방세개', '화장실두개']",104동,1.0,27억,27억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433135661,개포래미안포레스트,아파트,전세,고/25,False,"11억 5,000",101,101.0,74.0,남동향,20240705,"FIRST 31 빠른입주가능,가장좋은전세","['4년이내', '대단지', '방세개', '화장실두개']",126동,1.0,"11억 5,000","11억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433113022,개포래미안포레스트,아파트,매매,중/33,False,31억,128A,128.0,96.0,남서향,20240705,39 급매 달터공원전망최고 갭투자가능,"['4년이내', '대단지', '급매', '방네개이상']",104동,1.0,31억,31억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433057056,개포래미안포레스트,아파트,전세,고/34,False,"15억 8,000",149B,149.0,112.0,남동향,20240705,"45 청계산,공원 특조망 별장같은집 식사제공아파트","['4년이내', '융자금없는', '대단지', '대형평수']",119동,1.0,"15억 8,000","15억 8,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433115708,개포래미안포레스트,아파트,매매,고/34,False,33억,135A,135.0,102.0,남향,20240705,주인직접 달터공원옆 최고의 커뮤니티시설 조중식서비스,"['4년이내', '대단지', '대형평수', '방네개이상']",124동,1.0,33억,33억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433297015,개포래미안포레스트,아파트,매매,고/34,False,36억,135A,135.0,102.0,남동향,20240706,41.숲조망. 밝고 화사한 집. 구조굿. 풀에. 즉시입주가.신세계조중식,"['4년이내', '대단지', '대형평수', '방네개이상']",124동,1.0,36억,36억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433154220,개포래미안포레스트,아파트,매매,고/34,False,"33억 9,000",135A,135.0,102.0,남서향,20240705,41.개포동 최고의뷰 풀에 귀한매물 조중식서비스,"['4년이내', '대단지', '대형평수', '방네개이상']",124동,1.0,"33억 9,000","33억 9,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433243561,개포래미안포레스트,아파트,매매,저/29,False,21억,86A,86.0,59.0,남동향,20240706,"26. 구룡초 앞 등교편리, 강남 도심 자연과 공존하는 천혜의 자연환경","['4년이내', '대단지', '방세개', '화장실두개']",118동,1.0,21억,21억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433094086,개포래미안포레스트,아파트,매매,고/13,False,"24억 5,000",101,101.0,74.0,남동향,20240705,31.매매.숲세권.하이엔드커뮤니티.호텔식조중식,"['4년이내', '대단지', '방세개', '화장실두개']",113동,2.0,"24억 5,000","24억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433108737,개포래미안포레스트,아파트,매매,고/12,False,24억,101,101.0,74.0,남향,20240705,실매물 주인직접 입주가능 갭투자가능 조중식제공  최고급커뮤니티시설,"['4년이내', '대단지', '방세개', '화장실두개']",117동,1.0,24억,24억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433113174,개포래미안포레스트,아파트,매매,중/33,False,"31억 5,000",128A,128.0,96.0,남향,20240705,급매 로얄동 로얄층 전망최고  호텔급커뮤니티센터,"['4년이내', '대단지', '급매', '방네개이상']",109동,1.0,"31억 5,000","31억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433061861,개포래미안포레스트,아파트,매매,저/14,False,26억,115A,115.0,84.0,남동향,20240705,35.매매.입주가능.프리미엄커뮤니티.호텔식조중식,"['4년이내', '대단지', '방세개', '화장실두개']",106동,1.0,26억,26억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433139745,개포래미안포레스트,아파트,전세,중/14,False,"12억 5,000",115A,115.0,84.0,남동향,20240705,FIRST 34 숲세권 학세권 구룡초 배정 커뮤니티 시설 좋습니다.,"['4년이내', '융자금없는', '대단지', '방세개']",106동,1.0,"12억 5,000","12억 5,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433066567,개포래미안포레스트,아파트,매매,중/35,False,28억,115B,115.0,84.0,남향,20240705,35 RR 앞뒤트인뷰 구룡초배정 식사제공아파트 가격좋은추천매물,"['4년이내', '대단지', '방세개', '화장실두개']",114동,1.0,28억,28억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2432983904,개포래미안포레스트,아파트,매매,고/21,False,22억,86A,86.0,59.0,남동향,20240705,뷰최고  투자물건  갭투자 및 실거주 가능,"['4년이내', '대단지', '방세개', '화장실두개']",127동,1.0,22억,22억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433067370,개포래미안포레스트,아파트,전세,저/33,False,16억,128A,128.0,96.0,남향,20240705,39.월세.프리미엄커뮤니티.호텔식조중식,"['4년이내', '융자금없는', '대단지', '방네개이상']",109동,2.0,16억,16억,"{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
2433061106,개포래미안포레스트,아파트,매매,중/22,False,"20억 7,000",86A,86.0,59.0,남동향,20240705,26.추천매매.프리미엄커뮤니티.호텔식조중식,"['4년이내', '대단지', '방세개', '화장실두개']",129동,1.0,"20억 7,000","20억 7,000","{""9"": ""49.92"", ""1"": ""59.92"", ""10"": ""59.96"", ""11"": ""74.66"", ""12"": ""84.86"", ""13"": ""84.83"", ""14"": ""84.9"", ""15"": ""84.59"", ""2"": ""96.93"", ""3"": ""96.91"", ""4"": ""102.32"", ""5"": ""102.41"", ""6"": ""112.97"", ""7"": ""112.73"", ""8"": ""136.06""}",1100000000,서울시,1168000000,강남구,1168010300,개포동,119219,APT,개포래미안포레스트,37.478448,127.054031,아파트,2296.0,31.0,20200928,74.31,174.19
